   14   24   30    1   14     /SILICON            /GCR PROJECT      
--------------------------------------------------------------------------------
   8.00000   8.34783   8.69565   9.04348   9.39130   9.73913  10.08696  10.43478
  10.78261  11.13043  11.47826  11.82609  12.17391  12.52174  12.86957  13.21739
  13.56522  13.91304  14.26087  14.60870  14.95652  15.30435  15.65217  16.00000
  -0.69897  -0.53086  -0.36276  -0.19465  -0.02655   0.14156   0.30966   0.47777
   0.64587   0.81398   0.98209   1.15019   1.31830   1.48640   1.65451   1.82261
   1.99072   2.15882   2.32693   2.49504   2.66314   2.83125   2.99935   3.16746
   3.33556   3.50367   3.67177   3.83988   4.00799   4.17609
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 1   / DATE= 15/03/13
 -30.96330 -30.96412 -30.97052 -30.97442 -30.97458 -30.97082 -30.96515 -30.96667
 -30.97202 -30.97353 -30.97367 -30.97351 -30.97299 -30.97239 -30.97178 -30.97118
 -31.15239 -31.16075 -31.15930 -31.15740 -31.16768 -31.16923 -31.16762 -31.17224
 -31.17091 -31.17137 -31.17822 -31.18227 -31.18212 -31.17761 -31.17103 -31.17261
 -31.17862 -31.18033 -31.18048 -31.18028 -31.17971 -31.17905 -31.17838 -31.17773
 -31.36250 -31.37115 -31.36883 -31.36608 -31.37704 -31.37826 -31.37593 -31.38056
 -31.37858 -31.37870 -31.38603 -31.39023 -31.38978 -31.38453 -31.37703 -31.37869
 -31.38536 -31.38729 -31.38744 -31.38720 -31.38659 -31.38586 -31.38513 -31.38442
 -31.57261 -31.58154 -31.57836 -31.57477 -31.58640 -31.58730 -31.58426 -31.58891
 -31.58630 -31.58610 -31.59392 -31.59829 -31.59755 -31.59156 -31.58313 -31.58488
 -31.59222 -31.59437 -31.59453 -31.59426 -31.59359 -31.59281 -31.59200 -31.59122
 -31.78272 -31.79194 -31.78789 -31.78345 -31.79577 -31.79634 -31.79261 -31.79728
 -31.79406 -31.79356 -31.80189 -31.80643 -31.80541 -31.79868 -31.78932 -31.79115
 -31.79918 -31.80156 -31.80173 -31.80143 -31.80071 -31.79986 -31.79898 -31.79812
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 2   / DATE= 15/03/13
 -28.91658 -28.88978 -28.85778 -28.81617 -28.76258 -28.69692 -28.61949 -28.53010
 -28.42905 -28.31257 -28.17406 -28.00941 -27.81811 -27.60232 -27.36378 -27.10075
 -26.82262 -26.54006 -26.26844 -26.02732 -25.83683 -25.70657 -25.63037 -25.59088
 -29.07167 -29.05372 -29.03182 -29.00265 -28.96501 -28.91952 -28.86590 -28.80257
 -28.73022 -28.64508 -28.54084 -28.41705 -28.27260 -28.10642 -27.91995 -27.71037
 -27.47560 -27.22406 -26.96922 -26.73078 -26.53222 -26.38971 -26.30228 -26.25509
 -29.20640 -29.19438 -29.17963 -29.16001 -29.13450 -29.10401 -29.06825 -29.02512
 -28.97480 -28.91471 -28.84058 -28.75194 -28.64819 -28.52774 -28.38748 -28.22240
 -28.03148 -27.82018 -27.59660 -27.37689 -27.18465 -27.03868 -26.94447 -26.89323
 -29.29417 -29.28716 -29.27819 -29.26616 -29.25085 -29.23185 -29.20901 -29.18244
 -29.15099 -29.11239 -29.06456 -29.00773 -28.93953 -28.85684 -28.75867 -28.64117
 -28.50090 -28.33852 -28.16018 -27.97693 -27.80570 -27.66910 -27.57721 -27.52473
 -29.30292 -29.30028 -29.29642 -29.29082 -29.28399 -29.27545 -29.26470 -29.25175
 -29.23626 -29.21669 -29.19145 -29.16115 -29.12449 -29.07894 -29.02228 -28.95174
 -28.86406 -28.75692 -28.63448 -28.50287 -28.37192 -28.26283 -28.18813 -28.14612
 -28.98983 -28.99352 -28.99644 -28.99883 -29.00161 -29.00327 -29.00352 -29.00397
 -29.00292 -29.00003 -28.99608 -28.98971 -28.98102 -28.96976 -28.95297 -28.93004
 -28.89992 -28.86016 -28.81340 -28.76119 -28.70531 -28.65813 -28.62610 -28.60775
 -28.48123 -28.48956 -28.49698 -28.50439 -28.51259 -28.51997 -28.52616 -28.53253
 -28.53801 -28.54306 -28.54874 -28.55367 -28.55767 -28.56116 -28.56380 -28.56534
 -28.56546 -28.56394 -28.56254 -28.56111 -28.55793 -28.55546 -28.55400 -28.55247
 -28.08176 -28.09222 -28.10171 -28.11042 -28.11919 -28.12757 -28.13513 -28.14211
 -28.14845 -28.15424 -28.15994 -28.16575 -28.17111 -28.17557 -28.17939 -28.18272
 -28.18559 -28.18805 -28.19050 -28.19297 -28.19503 -28.19680 -28.19818 -28.19885
 -27.87391 -27.88566 -27.89589 -27.90389 -27.91252 -27.92286 -27.93287 -27.93939
 -27.94461 -27.95058 -27.95728 -27.96251 -27.96708 -27.97258 -27.97759 -27.98163
 -27.98450 -27.98604 -27.98806 -27.99118 -27.99406 -27.99502 -27.99468 -27.99466
 -27.81408 -27.82535 -27.83542 -27.84503 -27.85400 -27.86226 -27.87015 -27.87800
 -27.88361 -27.88807 -27.89428 -27.90001 -27.90424 -27.90813 -27.91299 -27.91711
 -27.91938 -27.92149 -27.92336 -27.92475 -27.92579 -27.92702 -27.92780 -27.92709
 -27.85031 -27.86271 -27.87337 -27.88230 -27.89177 -27.90094 -27.90865 -27.91491
 -27.91989 -27.92419 -27.92919 -27.93501 -27.94008 -27.94407 -27.94790 -27.95141
 -27.95401 -27.95547 -27.95765 -27.95996 -27.95977 -27.95906 -27.95946 -27.96073
 -27.95440 -27.96694 -27.97760 -27.98655 -27.99591 -28.00530 -28.01350 -28.01972
 -28.02458 -28.02884 -28.03330 -28.03837 -28.04349 -28.04817 -28.05178 -28.05486
 -28.05747 -28.05877 -28.06035 -28.06223 -28.06266 -28.06238 -28.06222 -28.06244
 -28.10472 -28.11686 -28.12763 -28.13751 -28.14694 -28.15590 -28.16413 -28.17108
 -28.17613 -28.18039 -28.18489 -28.18961 -28.19436 -28.19874 -28.20244 -28.20551
 -28.20800 -28.20979 -28.21092 -28.21171 -28.21247 -28.21298 -28.21292 -28.21230
 -28.28555 -28.29780 -28.30846 -28.31784 -28.32729 -28.33708 -28.34609 -28.35284
 -28.35825 -28.36294 -28.36739 -28.37225 -28.37685 -28.38087 -28.38493 -28.38814
 -28.39015 -28.39195 -28.39327 -28.39398 -28.39444 -28.39483 -28.39474 -28.39397
 -28.48545 -28.49787 -28.50869 -28.51844 -28.52840 -28.53831 -28.54691 -28.55327
 -28.55937 -28.56536 -28.57053 -28.57458 -28.57873 -28.58409 -28.58847 -28.59124
 -28.59304 -28.59472 -28.59620 -28.59707 -28.59719 -28.59726 -28.59694 -28.59565
 -28.69499 -28.70760 -28.71855 -28.72795 -28.73682 -28.74619 -28.75593 -28.76471
 -28.77152 -28.77640 -28.78099 -28.78685 -28.79224 -28.79601 -28.80038 -28.80392
 -28.80565 -28.80748 -28.80850 -28.80873 -28.80943 -28.80985 -28.80942 -28.80798
 -28.90616 -28.91788 -28.92886 -28.93936 -28.94859 -28.95709 -28.96552 -28.97385
 -28.98090 -28.98654 -28.99210 -28.99810 -29.00366 -29.00807 -29.01191 -29.01493
 -29.01705 -29.01874 -29.01990 -29.02056 -29.02097 -29.02099 -29.02043 -29.01916
 -29.10783 -29.11924 -29.12970 -29.13916 -29.14799 -29.15594 -29.16341 -29.17136
 -29.17838 -29.18418 -29.18978 -29.19523 -29.20038 -29.20499 -29.20880 -29.21159
 -29.21351 -29.21519 -29.21636 -29.21694 -29.21736 -29.21754 -29.21718 -29.21605
 -29.28556 -29.29578 -29.30488 -29.31242 -29.31963 -29.32685 -29.33397 -29.34081
 -29.34682 -29.35228 -29.35779 -29.36291 -29.36717 -29.37065 -29.37410 -29.37679
 -29.37839 -29.38005 -29.38138 -29.38186 -29.38176 -29.38217 -29.38253 -29.38164
 -29.42247 -29.43043 -29.43775 -29.44394 -29.44917 -29.45457 -29.46034 -29.46548
 -29.47051 -29.47514 -29.47865 -29.48223 -29.48595 -29.48915 -29.49159 -29.49367
 -29.49560 -29.49695 -29.49742 -29.49759 -29.49831 -29.49864 -29.49837 -29.49801
 -29.50532 -29.51139 -29.51702 -29.52157 -29.52536 -29.52884 -29.53244 -29.53630
 -29.53943 -29.54166 -29.54391 -29.54712 -29.55016 -29.55172 -29.55280 -29.55414
 -29.55576 -29.55698 -29.55737 -29.55722 -29.55737 -29.55818 -29.55890 -29.55867
 -29.53631 -29.53998 -29.54289 -29.54489 -29.54710 -29.54935 -29.55141 -29.55367
 -29.55602 -29.55785 -29.55895 -29.56086 -29.56291 -29.56398 -29.56519 -29.56583
 -29.56582 -29.56685 -29.56760 -29.56745 -29.56740 -29.56746 -29.56747 -29.56739
 -29.52177 -29.52383 -29.52600 -29.52785 -29.52914 -29.53017 -29.53125 -29.53241
 -29.53353 -29.53466 -29.53578 -29.53608 -29.53644 -29.53763 -29.53790 -29.53819
 -29.53918 -29.53946 -29.53939 -29.53941 -29.53942 -29.53937 -29.53931 -29.53928
 -29.49591 -29.49674 -29.49905 -29.50174 -29.50243 -29.50217 -29.50232 -29.50262
 -29.50201 -29.50192 -29.50377 -29.50265 -29.50101 -29.50214 -29.50085 -29.50093
 -29.50398 -29.50330 -29.50207 -29.50235 -29.50218 -29.50251 -29.50314 -29.50311
 -29.47003 -29.46965 -29.47210 -29.47562 -29.47570 -29.47416 -29.47339 -29.47281
 -29.47048 -29.46917 -29.47175 -29.46921 -29.46554 -29.46662 -29.46377 -29.46364
 -29.46877 -29.46712 -29.46472 -29.46527 -29.46490 -29.46560 -29.46694 -29.46689
 -29.44416 -29.44256 -29.44514 -29.44949 -29.44898 -29.44616 -29.44446 -29.44301
 -29.43896 -29.43641 -29.43973 -29.43576 -29.43006 -29.43108 -29.42667 -29.42633
 -29.43355 -29.43092 -29.42735 -29.42817 -29.42761 -29.42869 -29.43073 -29.43066
 -29.41828 -29.41546 -29.41818 -29.42337 -29.42225 -29.41815 -29.41553 -29.41321
 -29.40743 -29.40365 -29.40770 -29.40230 -29.39458 -29.39554 -29.38956 -29.38902
 -29.39833 -29.39471 -29.38997 -29.39107 -29.39031 -29.39176 -29.39451 -29.39442
 -29.39241 -29.38837 -29.39123 -29.39725 -29.39553 -29.39015 -29.38660 -29.38340
 -29.37590 -29.37089 -29.37567 -29.36884 -29.35909 -29.36000 -29.35245 -29.35170
 -29.36311 -29.35850 -29.35259 -29.35397 -29.35301 -29.35483 -29.35829 -29.35817
 -29.36653 -29.36128 -29.36427 -29.37113 -29.36881 -29.36214 -29.35767 -29.35360
 -29.34437 -29.33813 -29.34364 -29.33539 -29.32360 -29.32446 -29.31534 -29.31438
 -29.32788 -29.32229 -29.31520 -29.31686 -29.31570 -29.31790 -29.32207 -29.32192
 -29.34066 -29.33418 -29.33731 -29.34501 -29.34208 -29.33413 -29.32874 -29.32380
 -29.31284 -29.30536 -29.31160 -29.30193 -29.28811 -29.28891 -29.27822 -29.27706
 -29.29266 -29.28608 -29.27782 -29.27975 -29.27840 -29.28097 -29.28584 -29.28566
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 3   / DATE= 15/03/13
 -28.34855 -28.31794 -28.27993 -28.23641 -28.18995 -28.13758 -28.06422 -27.97013
 -27.85769 -27.72028 -27.56331 -27.38846 -27.18749 -26.95436 -26.68378 -26.37701
 -26.05070 -25.74193 -25.46850 -25.18615 -24.90483 -24.63896 -24.40793 -24.22998
 -28.42785 -28.40498 -28.37694 -28.34474 -28.30979 -28.26986 -28.21479 -28.14373
 -28.05774 -27.95315 -27.83243 -27.69581 -27.53754 -27.35119 -27.13216 -26.88131
 -26.60831 -26.33030 -26.05687 -25.77452 -25.49320 -25.22733 -24.99630 -24.81835
 -28.50714 -28.49199 -28.47389 -28.45299 -28.42952 -28.40201 -28.36517 -28.31710
 -28.25753 -28.18569 -28.10114 -28.00270 -27.88709 -27.74748 -27.57997 -27.38502
 -27.16536 -26.92096 -26.65421 -26.37651 -26.09787 -25.83328 -25.60227 -25.42282
 -28.58497 -28.57640 -28.56615 -28.55405 -28.53993 -28.52292 -28.50053 -28.47139
 -28.43493 -28.39055 -28.33690 -28.27262 -28.19561 -28.09976 -27.98142 -27.84026
 -27.67617 -27.48930 -27.27972 -27.04769 -26.80126 -26.55480 -26.32742 -26.14044
 -28.62972 -28.62587 -28.62111 -28.61529 -28.60825 -28.59951 -28.58789 -28.57234
 -28.55214 -28.52699 -28.49665 -28.45996 -28.41414 -28.35503 -28.28052 -28.18990
 -28.08057 -27.94914 -27.79293 -27.61170 -27.41018 -27.19855 -26.99236 -26.81505
 -28.47423 -28.47892 -28.48335 -28.48716 -28.48987 -28.49116 -28.49102 -28.48917
 -28.48534 -28.47946 -28.47110 -28.45949 -28.44347 -28.42091 -28.39042 -28.35086
 -28.29958 -28.23331 -28.14802 -28.03939 -27.90767 -27.75856 -27.60299 -27.45772
 -28.12730 -28.14102 -28.15404 -28.16588 -28.17607 -28.18460 -28.19259 -28.20034
 -28.20766 -28.21431 -28.22009 -28.22453 -28.22711 -28.22808 -28.22695 -28.22255
 -28.21397 -28.19937 -28.17631 -28.14262 -28.09654 -28.03783 -27.96899 -27.89830
 -27.85129 -27.86768 -27.88357 -27.89841 -27.91158 -27.92301 -27.93406 -27.94592
 -27.95832 -27.96904 -27.97848 -27.98758 -27.99638 -28.00382 -28.01045 -28.01733
 -28.02269 -28.02580 -28.02659 -28.02451 -28.02012 -28.01311 -28.00168 -27.98598
 -27.72028 -27.73740 -27.75471 -27.77144 -27.78660 -27.79972 -27.81171 -27.82432
 -27.83767 -27.84917 -27.85987 -27.87025 -27.87907 -27.88769 -27.89617 -27.90331
 -27.90920 -27.91394 -27.91718 -27.91846 -27.91964 -27.92117 -27.92059 -27.91821
 -27.70422 -27.72276 -27.74196 -27.76022 -27.77556 -27.78780 -27.80071 -27.81392
 -27.82632 -27.83906 -27.85061 -27.86053 -27.87046 -27.87983 -27.88808 -27.89504
 -27.90051 -27.90553 -27.91071 -27.91444 -27.91630 -27.91731 -27.91900 -27.92006
 -27.77222 -27.79029 -27.80880 -27.82682 -27.84310 -27.85701 -27.86953 -27.88268
 -27.89667 -27.90852 -27.91913 -27.93006 -27.94127 -27.95041 -27.95776 -27.96524
 -27.97142 -27.97633 -27.98066 -27.98383 -27.98525 -27.98593 -27.98805 -27.98949
 -27.89399 -27.91182 -27.93070 -27.94952 -27.96677 -27.98156 -27.99466 -28.00770
 -28.02111 -28.03316 -28.04483 -28.05625 -28.06585 -28.07471 -28.08306 -28.09016
 -28.09631 -28.10123 -28.10471 -28.10746 -28.10975 -28.11148 -28.11250 -28.11310
 -28.05360 -28.07195 -28.09117 -28.11002 -28.12688 -28.14110 -28.15432 -28.16742
 -28.18059 -28.19365 -28.20587 -28.21679 -28.22665 -28.23579 -28.24405 -28.25097
 -28.25675 -28.26159 -28.26553 -28.26856 -28.27087 -28.27248 -28.27320 -28.27369
 -28.23305 -28.25096 -28.26934 -28.28750 -28.30452 -28.31971 -28.33310 -28.34592
 -28.35889 -28.37123 -28.38347 -28.39538 -28.40568 -28.41471 -28.42303 -28.43062
 -28.43646 -28.44142 -28.44621 -28.44917 -28.45095 -28.45280 -28.45478 -28.45547
 -28.41843 -28.43555 -28.45332 -28.47107 -28.48784 -28.50276 -28.51541 -28.52770
 -28.54092 -28.55351 -28.56535 -28.57684 -28.58791 -28.59738 -28.60584 -28.61447
 -28.62126 -28.62703 -28.63275 -28.63608 -28.63837 -28.64113 -28.64352 -28.64472
 -28.60188 -28.61781 -28.63408 -28.65039 -28.66630 -28.68096 -28.69291 -28.70402
 -28.71627 -28.72899 -28.74179 -28.75375 -28.76380 -28.77398 -28.78425 -28.79280
 -28.79995 -28.80662 -28.81308 -28.81808 -28.82152 -28.82393 -28.82595 -28.82839
 -28.77819 -28.79306 -28.80845 -28.82340 -28.83670 -28.84830 -28.86068 -28.87299
 -28.88418 -28.89571 -28.90671 -28.91696 -28.92776 -28.93867 -28.94883 -28.95768
 -28.96545 -28.97252 -28.97904 -28.98466 -28.98881 -28.99162 -28.99405 -28.99626
 -28.94002 -28.95186 -28.96467 -28.97763 -28.98962 -29.00015 -29.01035 -29.02045
 -29.03050 -29.04085 -29.05060 -29.05985 -29.06982 -29.07934 -29.08826 -29.09727
 -29.10531 -29.11216 -29.11821 -29.12351 -29.12782 -29.13108 -29.13358 -29.13520
 -29.07363 -29.08292 -29.09256 -29.10235 -29.11199 -29.12104 -29.12902 -29.13659
 -29.14445 -29.15238 -29.16066 -29.16893 -29.17619 -29.18346 -29.19104 -29.19826
 -29.20484 -29.21071 -29.21590 -29.22031 -29.22402 -29.22694 -29.22887 -29.23061
 -29.16334 -29.17019 -29.17700 -29.18376 -29.19045 -29.19693 -29.20286 -29.20850
 -29.21407 -29.21924 -29.22469 -29.23042 -29.23560 -29.24105 -29.24663 -29.25141
 -29.25593 -29.26020 -29.26386 -29.26685 -29.26974 -29.27243 -29.27401 -29.27523
 -29.20439 -29.20854 -29.21281 -29.21717 -29.22154 -29.22570 -29.22915 -29.23239
 -29.23583 -29.23897 -29.24225 -29.24577 -29.24898 -29.25244 -29.25601 -29.25906
 -29.26206 -29.26467 -29.26658 -29.26864 -29.27061 -29.27207 -29.27309 -29.27374
 -29.20138 -29.20382 -29.20622 -29.20865 -29.21115 -29.21359 -29.21541 -29.21706
 -29.21897 -29.22076 -29.22259 -29.22450 -29.22623 -29.22808 -29.23010 -29.23197
 -29.23346 -29.23489 -29.23642 -29.23745 -29.23840 -29.23936 -29.23958 -29.23988
 -29.16862 -29.16996 -29.17114 -29.17224 -29.17341 -29.17465 -29.17571 -29.17678
 -29.17791 -29.17861 -29.17942 -29.18061 -29.18170 -29.18253 -29.18331 -29.18427
 -29.18524 -29.18619 -29.18707 -29.18750 -29.18800 -29.18864 -29.18870 -29.18865
 -29.11718 -29.11779 -29.11836 -29.11896 -29.11971 -29.12056 -29.12110 -29.12150
 -29.12200 -29.12238 -29.12279 -29.12329 -29.12377 -29.12414 -29.12461 -29.12540
 -29.12612 -29.12642 -29.12641 -29.12672 -29.12725 -29.12760 -29.12765 -29.12758
 -29.05504 -29.05534 -29.05555 -29.05577 -29.05611 -29.05659 -29.05693 -29.05723
 -29.05756 -29.05765 -29.05784 -29.05817 -29.05821 -29.05837 -29.05883 -29.05929
 -29.05943 -29.05949 -29.05973 -29.05988 -29.05992 -29.06002 -29.06030 -29.06046
 -28.99048 -28.99060 -28.99052 -28.99029 -28.99001 -28.98983 -28.99006 -28.99067
 -28.99113 -28.99070 -28.99063 -28.99116 -28.99094 -28.99089 -28.99120 -28.99113
 -28.99075 -28.99090 -28.99175 -28.99175 -28.99104 -28.99070 -28.99138 -28.99180
 -28.92592 -28.92585 -28.92547 -28.92481 -28.92390 -28.92306 -28.92319 -28.92411
 -28.92470 -28.92374 -28.92340 -28.92414 -28.92367 -28.92341 -28.92356 -28.92296
